date,tid,price,type,amount
1528704466.0,68156971.0,6678.47,0.0,0.00537
1528704467.0,68156975.0,6678.47,0.0,0.10672061
1528704467.0,68156978.0,6678.47,0.0,2.31256999
1528704468.0,68156979.0,6680.08,1.0,0.02124497
1528704469.0,68156980.0,6680.0,1.0,4.20500935
1528704469.0,68156981.0,6678.38,1.0,0.024701
1528704469.0,68156982.0,6678.24,1.0,0.39420597
1528704472.0,68156984.0,6683.31,0.0,0.00537
1528704473.0,68156985.0,6678.47,1.0,0.87323355
1528704473.0,68156986.0,6678.24,1.0,1.46079403
1528704473.0,68156988.0,6678.0,1.0,1.4934
1528704474.0,68156989.0,6676.99,0.0,1.13502938
1528704477.0,68156994.0,6682.75,0.0,0.00537
1528704479.0,68156997.0,6675.81,1.0,0.01
1528704479.0,68156999.0,6675.81,1.0,2.13502938
1528704480.0,68157007.0,6674.34,1.0,0.00309114
1528704482.0,68157008.0,6682.23,0.0,0.01074
1528704482.0,68157009.0,6682.23,0.0,0.042681
1528704485.0,68157010.0,6682.69,0.0,0.03342942
1528704486.0,68157012.0,6674.34,1.0,0.07381886
1528704486.0,68157013.0,6672.3,1.0,0.0587
1528704486.0,68157014.0,6671.48,1.0,0.0775
1528704486.0,68157015.0,6671.46,1.0,6.66879952
1528704487.0,68157016.0,6671.93,0.0,0.01612
1528704488.0,68157021.0,6671.93,0.0,0.1483052
1528704488.0,68157025.0,6671.93,0.0,0.021099
1528704488.0,68157026.0,6671.93,0.0,0.07860844
1528704489.0,68157033.0,6671.93,0.0,0.1439856
1528704489.0,68157034.0,6671.93,0.0,0.01574344
1528704491.0,68157038.0,6680.43,0.0,0.086085
1528704491.0,68157041.0,6680.43,0.0,0.142878
1528704491.0,68157043.0,6684.12,0.0,0.05762873
1528704491.0,68157047.0,6671.92,0.0,0.08229467
1528704491.0,68157048.0,6684.12,0.0,0.27309915
1528704492.0,68157050.0,6680.21,0.0,0.01076
1528704493.0,68157056.0,6680.79,0.0,0.017323
1528704497.0,68157061.0,6682.0,0.0,0.00538
1528704500.0,68157068.0,6682.0,0.0,0.15681175
1528704501.0,68157073.0,6682.0,0.0,0.01579265
1528704502.0,68157078.0,6682.0,0.0,0.0108
1528704502.0,68157079.0,6682.0,0.0,0.10328761
1528704502.0,68157082.0,6682.0,0.0,0.01
1528704507.0,68157085.0,6689.42,0.0,0.0108
1528704511.0,68157089.0,6689.42,0.0,0.0059423
1528704512.0,68157090.0,6689.42,0.0,0.00538
1528704512.0,68157091.0,6689.42,0.0,0.0978777
1528704512.0,68157092.0,6692.71,0.0,0.0021223
1528704516.0,68157096.0,6689.78,0.0,0.01618
1528704520.0,68157102.0,6685.17,0.0,0.02749091
1528704521.0,68157103.0,6685.17,0.0,0.0108
1528704525.0,68157108.0,6682.45,1.0,0.08216655
1528704525.0,68157109.0,6682.44,1.0,0.4882
1528704525.0,68157110.0,6682.33,1.0,0.09675451
1528704526.0,68157111.0,6682.0,1.0,0.0178195
1528704526.0,68157112.0,6681.54,1.0,0.01777867
1528704526.0,68157113.0,6680.79,1.0,0.7670922
1528704526.0,68157114.0,6677.4,1.0,0.0616
1528704526.0,68157115.0,6676.71,1.0,0.228757
1528704527.0,68157116.0,6676.69,0.0,0.0196
1528704527.0,68157117.0,6676.69,0.0,0.01618
1528704527.0,68157118.0,6676.69,0.0,0.70271923
1528704530.0,68157122.0,6675.32,1.0,0.01
1528704530.0,68157123.0,6675.32,1.0,0.0299011
1528704531.0,68157125.0,6676.68,0.0,0.08237627
1528704531.0,68157126.0,6685.17,0.0,0.1397707
1528704532.0,68157127.0,6681.88,0.0,0.01618
1528704532.0,68157128.0,6684.56,0.0,0.00152561
1528704536.0,68157133.0,6680.81,0.0,0.00423264
