date,time,code,name,open,close,now,high,low,buy,sell,volume,amount,bid1,bid1_vol,bid2,bid2_vol,bid3,bid3_vol,bid4,bid4_vol,bid5,bid5_vol,ask1,ask1_vol,ask2,ask2_vol,ask3,ask3_vol,ask4,ask4_vol,ask5,ask5_vol
20180419,10:05:15,000001,平安银行,11.52,11.5,11.62,11.69,11.45,11.61,11.62,30876493,357598663.18,11.61,26500,11.6,115600,11.59,95100,11.58,197000,11.57,154500,11.62,15400,11.63,34600,11.64,54200,11.65,171056,11.66,125295
20180419,10:05:18,000001,平安银行,11.52,11.5,11.62,11.69,11.45,11.6,11.62,30941493,358352986.18,11.6,83500,11.59,107500,11.58,197000,11.57,156500,11.56,583400,11.62,15000,11.63,34600,11.64,54200,11.65,171056,11.66,124795
20180419,10:05:21,000001,平安银行,11.52,11.5,11.61,11.69,11.45,11.61,11.62,30957693,358541177.18,11.61,2800,11.6,96000,11.59,135900,11.58,197000,11.57,156500,11.62,4400,11.63,34600,11.64,54200,11.65,171056,11.66,124795
20180419,10:05:24,000001,平安银行,11.52,11.5,11.61,11.69,11.45,11.61,11.62,30959893,358566729.18,11.61,1600,11.6,98900,11.59,135900,11.58,197000,11.57,156500,11.62,9600,11.63,35100,11.64,54200,11.65,171056,11.66,125695
20180419,10:05:27,000001,平安银行,11.52,11.5,11.62,11.69,11.45,11.61,11.62,30964293,358617843.18,11.61,400,11.6,102600,11.59,135900,11.58,198000,11.57,158500,11.62,6600,11.63,34800,11.64,55200,11.65,171056,11.66,126695
20180419,10:05:30,000001,平安银行,11.52,11.5,11.61,11.69,11.45,11.61,11.62,30965293,358629453.18,11.61,4800,11.6,108300,11.59,135900,11.58,201000,11.57,158500,11.62,6600,11.63,34800,11.64,67200,11.65,171056,11.66,126695
20180419,10:05:33,000001,平安银行,11.52,11.5,11.62,11.69,11.45,11.61,11.62,30996693,358993769.18,11.61,1900,11.6,83600,11.59,135500,11.58,201000,11.57,158500,11.62,38900,11.63,34800,11.64,67200,11.65,171056,11.66,126695
20180419,10:05:36,000001,平安银行,11.52,11.5,11.62,11.69,11.45,11.61,11.62,31001693,359051859.18,11.61,12000,11.6,83600,11.59,135500,11.58,203000,11.57,158500,11.62,78100,11.63,34800,11.64,67200,11.65,171456,11.66,126695
20180419,10:05:39,000001,平安银行,11.52,11.5,11.62,11.69,11.45,11.61,11.62,31012193,359173868.18,11.61,14700,11.6,83600,11.59,135500,11.58,203000,11.57,158500,11.62,77400,11.63,34800,11.64,67200,11.65,171456,11.66,126695
20180419,10:05:42,000001,平安银行,11.52,11.5,11.61,11.69,11.45,11.6,11.61,31031593,359399124.18,11.6,85600,11.59,135500,11.58,203000,11.57,158500,11.56,563400,11.61,12800,11.62,75800,11.63,34800,11.64,67200,11.65,159756
20180419,10:05:45,000001,平安银行,11.52,11.5,11.61,11.69,11.45,11.6,11.61,31045493,359560503.18,11.6,85600,11.59,135900,11.58,203000,11.57,160200,11.56,563400,11.61,1500,11.62,80100,11.63,35900,11.64,67200,11.65,160756
20180419,10:05:48,000001,平安银行,11.52,11.5,11.62,11.69,11.45,11.62,11.63,31127593,360514485.18,11.62,19900,11.61,12500,11.6,90600,11.59,134400,11.58,203000,11.63,28400,11.64,67200,11.65,161056,11.66,126695,11.67,172660
20180419,10:05:51,000001,平安银行,11.52,11.5,11.62,11.69,11.45,11.62,11.63,31130493,360548183.18,11.62,17000,11.61,18300,11.6,92000,11.59,108100,11.58,234500,11.63,28400,11.64,67200,11.65,161256,11.66,126695,11.67,171660
20180419,10:05:54,000001,平安银行,11.52,11.5,11.62,11.69,11.45,11.62,11.63,31130493,360548183.18,11.62,17100,11.61,20300,11.6,123100,11.59,108100,11.58,234500,11.63,28400,11.64,67200,11.65,159756,11.66,126695,11.67,166660
20180419,10:05:57,000001,平安银行,11.52,11.5,11.62,11.69,11.45,11.62,11.63,31142793,360691109.18,11.62,6300,11.61,20300,11.6,130500,11.59,108100,11.58,223500,11.63,28400,11.64,68200,11.65,160256,11.66,126195,11.67,166660
20180419,10:06:00,000001,平安银行,11.52,11.5,11.61,11.69,11.45,11.61,11.62,31150393,360779430.18,11.61,21200,11.6,139200,11.59,108100,11.58,223500,11.57,170100,11.62,700,11.63,27400,11.64,68200,11.65,160256,11.66,126195
20180419,10:06:03,000001,平安银行,11.52,11.5,11.62,11.69,11.45,11.62,11.63,31151093,360787564.18,11.62,3100,11.61,21200,11.6,139200,11.59,108100,11.58,223500,11.63,28000,11.64,68200,11.65,161956,11.66,126195,11.67,163660
20180419,10:06:06,000001,平安银行,11.52,11.5,11.62,11.69,11.45,11.62,11.63,31154093,360822424.18,11.62,800,11.61,21200,11.6,139800,11.59,135600,11.58,223500,11.63,31200,11.64,68200,11.65,161956,11.66,127695,11.67,164660
20180419,10:06:09,000001,平安银行,11.52,11.5,11.61,11.69,11.45,11.61,11.62,31156593,360851466.18,11.61,20400,11.6,140500,11.59,135200,11.58,223500,11.57,181100,11.62,1400,11.63,32700,11.64,68200,11.65,163956,11.66,126695
20180419,10:06:12,000001,平安银行,11.52,11.5,11.61,11.69,11.45,11.61,11.62,31208693,361456049.18,11.61,300,11.6,110100,11.59,135200,11.58,223500,11.57,181100,11.62,800,11.63,32700,11.64,68200,11.65,163956,11.66,126695
20180419,10:06:15,000001,平安银行,11.52,11.5,11.61,11.69,11.45,11.61,11.62,31244993,361877500.18,11.61,3300,11.6,107800,11.59,137200,11.58,223500,11.57,181100,11.62,26500,11.63,62700,11.64,69200,11.65,164756,11.66,126695
20180419,10:06:18,000001,平安银行,11.52,11.5,11.61,11.69,11.45,11.61,11.62,31249893,361934418.18,11.61,18800,11.6,107800,11.59,137200,11.58,223500,11.57,181100,11.62,23600,11.63,62700,11.64,69200,11.65,167656,11.66,125195
20180419,10:06:21,000001,平安银行,11.52,11.5,11.61,11.69,11.45,11.61,11.62,31249893,361934418.18,11.61,22800,11.6,127800,11.59,137900,11.58,223500,11.57,181100,11.62,24400,11.63,62700,11.64,69200,11.65,168056,11.66,125895
20180419,10:06:24,000001,平安银行,11.52,11.5,11.61,11.69,11.45,11.61,11.62,31251693,361955316.18,11.61,30300,11.6,129000,11.59,138400,11.58,224500,11.57,181100,11.62,27400,11.63,62700,11.64,69200,11.65,168756,11.66,136395
20180419,10:06:27,000001,平安银行,11.52,11.5,11.61,11.69,11.45,11.61,11.62,31253593,361977375.18,11.61,29900,11.6,128600,11.59,138400,11.58,224800,11.57,180600,11.62,27400,11.63,62700,11.64,69200,11.65,168756,11.66,136340
20180419,10:06:30,000001,平安银行,11.52,11.5,11.62,11.69,11.45,11.62,11.63,31263693,362094722.18,11.62,21600,11.61,29800,11.6,128100,11.59,138400,11.58,224900,11.63,63700,11.64,69200,11.65,166756,11.66,136340,11.67,159860
20180419,10:06:33,000001,平安银行,11.52,11.5,11.62,11.69,11.45,11.62,11.63,31282193,362309692.18,11.62,3100,11.61,33700,11.6,128100,11.59,138400,11.58,225900,11.63,66700,11.64,69200,11.65,166756,11.66,136840,11.67,159860
20180419,10:06:36,000001,平安银行,11.52,11.5,11.62,11.69,11.45,11.62,11.63,31286693,362361982.18,11.62,39700,11.61,43700,11.6,128100,11.59,138400,11.58,225900,11.63,66800,11.64,70200,11.65,166756,11.66,137340,11.67,159860
20180419,10:06:39,000001,平安银行,11.52,11.5,11.62,11.69,11.45,11.62,11.63,31294993,362458434.18,11.62,32000,11.61,44700,11.6,128100,11.59,138400,11.58,225900,11.63,66200,11.64,82000,11.65,166756,11.66,139340,11.67,159860
20180419,10:06:42,000001,平安银行,11.52,11.5,11.62,11.69,11.45,11.62,11.63,31301893,362538622.18,11.62,26100,11.61,44700,11.6,108100,11.59,137400,11.58,227900,11.63,65300,11.64,82500,11.65,166756,11.66,139340,11.67,159860
20180419,10:06:45,000001,平安银行,11.52,11.5,11.62,11.69,11.45,11.61,11.62,31331293,362880250.18,11.61,49700,11.6,108100,11.59,137400,11.58,227900,11.57,180600,11.62,31600,11.63,65800,11.64,83000,11.65,166556,11.66,139340
20180419,10:06:48,000001,平安银行,11.52,11.5,11.62,11.69,11.45,11.61,11.62,31332293,362891870.18,11.61,49700,11.6,108100,11.59,137400,11.58,231500,11.57,180600,11.62,31800,11.63,65800,11.64,83000,11.65,166556,11.66,139840
20180419,10:06:51,000001,平安银行,11.52,11.5,11.62,11.69,11.45,11.61,11.62,31339793,362979020.18,11.61,49700,11.6,107100,11.59,137400,11.58,231500,11.57,180100,11.62,24300,11.63,65800,11.64,83800,11.65,166656,11.66,140140
20180419,10:06:54,000001,平安银行,11.52,11.5,11.61,11.69,11.45,11.61,11.62,31347293,363066095.18,11.61,42200,11.6,108600,11.59,137400,11.58,231500,11.57,180100,11.62,55100,11.63,65800,11.64,83800,11.65,166656,11.66,140140
20180419,10:06:57,000001,平安银行,11.52,11.5,11.62,11.69,11.45,11.61,11.62,31348293,363077715.18,11.61,44200,11.6,108600,11.59,137400,11.58,231500,11.57,180100,11.62,74500,11.63,65800,11.64,84300,11.65,163856,11.66,138440
20180419,10:07:00,000001,平安银行,11.52,11.5,11.61,11.69,11.45,11.61,11.62,31357293,363182245.18,11.61,39200,11.6,109600,11.59,137400,11.58,230300,11.57,180100,11.62,70500,11.63,66400,11.64,124300,11.65,164056,11.66,136640
20180419,10:07:03,000001,平安银行,11.52,11.5,11.61,11.69,11.45,11.61,11.62,31357793,363188050.18,11.61,42300,11.6,109600,11.59,137400,11.58,230700,11.57,180100,11.62,73500,11.63,66400,11.64,124300,11.65,164056,11.66,137140
20180419,10:07:06,000001,平安银行,11.52,11.5,11.62,11.69,11.45,11.61,11.62,31358993,363201994.18,11.61,55800,11.6,112600,11.59,137400,11.58,230700,11.57,180100,11.62,72300,11.63,66400,11.64,124300,11.65,164056,11.66,137140
20180419,10:07:09,000001,平安银行,11.52,11.5,11.61,11.69,11.45,11.61,11.62,31360293,363217092.18,11.61,55300,11.6,112600,11.59,137400,11.58,230700,11.57,180100,11.62,82300,11.63,66400,11.64,124300,11.65,164556,11.66,137140
20180419,10:07:12,000001,平安银行,11.52,11.5,11.62,11.69,11.45,11.61,11.62,31364893,363270514.18,11.61,54500,11.6,118600,11.59,137900,11.58,230700,11.57,180100,11.62,78700,11.63,68900,11.64,124300,11.65,164556,11.66,139640
20180419,10:07:15,000001,平安银行,11.52,11.5,11.61,11.69,11.45,11.61,11.62,31416993,363875595.18,11.61,23700,11.6,117100,11.59,137900,11.58,231700,11.57,180100,11.62,58700,11.63,68900,11.64,124300,11.65,161856,11.66,139040
20180419,10:07:18,000001,平安银行,11.52,11.5,11.61,11.69,11.45,11.61,11.62,31421393,363926679.18,11.61,20300,11.6,117300,11.59,138200,11.58,231700,11.57,181100,11.62,58700,11.63,68900,11.64,124300,11.65,161856,11.66,139040
20180419,10:07:21,000001,平安银行,11.52,11.5,11.61,11.69,11.45,11.6,11.61,31447093,364225061.18,11.6,121300,11.59,138200,11.58,231700,11.57,181100,11.56,558100,11.61,9500,11.62,58900,11.63,68800,11.64,124300,11.65,161856
20180419,10:07:24,000001,平安银行,11.52,11.5,11.61,11.69,11.45,11.6,11.61,31451893,364280789.18,11.6,121300,11.59,138200,11.58,231700,11.57,181100,11.56,558100,11.61,6200,11.62,58900,11.63,69300,11.64,124300,11.65,161856
20180419,10:07:27,000001,平安银行,11.52,11.5,11.61,11.69,11.45,11.6,11.61,31451993,364281950.18,11.6,121300,11.59,138200,11.58,231700,11.57,181100,11.56,558100,11.61,8600,11.62,59700,11.63,69500,11.64,124300,11.65,161856
20180419,10:07:30,000001,平安银行,11.52,11.5,11.6,11.69,11.45,11.6,11.61,31453593,364300510.18,11.6,120700,11.59,138200,11.58,232700,11.57,181100,11.56,558100,11.61,11600,11.62,59400,11.63,69500,11.64,124300,11.65,160956
20180419,10:07:33,000001,平安银行,11.52,11.5,11.6,11.69,11.45,11.6,11.61,31455393,364321400.18,11.6,119900,11.59,138200,11.58,233700,11.57,182100,11.56,558100,11.61,12100,11.62,59400,11.63,70500,11.64,124300,11.65,161256
20180419,10:07:36,000001,平安银行,11.52,11.5,11.6,11.69,11.45,11.6,11.61,31458593,364358525.18,11.6,117200,11.59,138200,11.58,233700,11.57,182100,11.56,561100,11.61,13100,11.62,64500,11.63,70500,11.64,124300,11.65,161256
20180419,10:07:39,000001,平安银行,11.52,11.5,11.61,11.69,11.45,11.61,11.62,31493393,364762555.18,11.61,23700,11.6,119800,11.59,138300,11.58,233700,11.57,182100,11.62,64300,11.63,70500,11.64,123300,11.65,161256,11.66,141740
20180419,10:07:42,000001,平安银行,11.52,11.5,11.61,11.69,11.45,11.61,11.62,31512193,364980823.18,11.61,5400,11.6,119800,11.59,139300,11.58,232100,11.57,182100,11.62,64400,11.63,70500,11.64,123300,11.65,161256,11.66,141740
20180419,10:07:45,000001,平安银行,11.52,11.5,11.61,11.69,11.45,11.6,11.61,31520793,365080658.18,11.6,119600,11.59,139300,11.58,234100,11.57,185100,11.56,561100,11.61,25800,11.62,65500,11.63,70500,11.64,123300,11.65,161256
20180419,10:07:48,000001,平安银行,11.52,11.5,11.6,11.69,11.45,11.6,11.61,31528693,365172308.18,11.6,113100,11.59,139300,11.58,233100,11.57,185100,11.56,561100,11.61,125400,11.62,67500,11.63,70500,11.64,123600,11.65,161256
20180419,10:07:51,000001,平安银行,11.52,11.5,11.6,11.69,11.45,11.6,11.61,31529193,365178108.18,11.6,112600,11.59,139300,11.58,233100,11.57,185100,11.56,561100,11.61,126800,11.62,67500,11.63,70500,11.64,123600,11.65,161256
20180419,10:07:54,000001,平安银行,11.52,11.5,11.6,11.69,11.45,11.59,11.6,31643393,366502828.18,11.59,139300,11.58,233100,11.57,185100,11.56,561100,11.55,289100,11.6,79400,11.61,126800,11.62,66800,11.63,70500,11.64,123600
20180419,10:07:57,000001,平安银行,11.52,11.5,11.6,11.69,11.45,11.59,11.6,31643493,366503988.18,11.59,138900,11.58,233100,11.57,185100,11.56,561100,11.55,288600,11.6,83100,11.61,128600,11.62,66800,11.63,70500,11.64,121800
20180419,10:08:00,000001,平安银行,11.52,11.5,11.6,11.69,11.45,11.59,11.6,31643493,366503988.18,11.59,138900,11.58,227400,11.57,185100,11.56,561100,11.55,288600,11.6,84000,11.61,128600,11.62,69800,11.63,70500,11.64,121800
20180419,10:08:03,000001,平安银行,11.52,11.5,11.6,11.69,11.45,11.59,11.6,31667093,366777542.18,11.59,98300,11.58,227400,11.57,185100,11.56,562100,11.55,288600,11.6,81600,11.61,128200,11.62,49800,11.63,70500,11.64,121800
20180419,10:08:06,000001,平安银行,11.52,11.5,11.59,11.69,11.45,11.59,11.6,31671493,366828546.18,11.59,93500,11.58,227400,11.57,185100,11.56,562100,11.55,288600,11.6,81200,11.61,129200,11.62,48800,11.63,70700,11.64,121800
20180419,10:08:09,000001,平安银行,11.52,11.5,11.59,11.69,11.45,11.59,11.6,31702993,367193644.18,11.59,71900,11.58,227400,11.57,185100,11.56,563100,11.55,288600,11.6,56600,11.61,134200,11.62,48800,11.63,70700,11.64,121800
20180419,10:08:12,000001,平安银行,11.52,11.5,11.59,11.69,11.45,11.58,11.59,31782893,368119695.18,11.58,227400,11.57,185100,11.56,563100,11.55,288600,11.54,289800,11.59,149700,11.6,55400,11.61,134200,11.62,47800,11.63,70700
20180419,10:08:15,000001,平安银行,11.52,11.5,11.59,11.69,11.45,11.58,11.59,31782893,368119695.18,11.58,227400,11.57,185100,11.56,563100,11.55,289500,11.54,289800,11.59,191400,11.6,59000,11.61,109600,11.62,22900,11.63,70700
20180419,10:08:18,000001,平安银行,11.52,11.5,11.58,11.69,11.45,11.57,11.58,32013593,370791249.18,11.57,179200,11.56,63100,11.55,289500,11.54,284800,11.53,23700,11.58,75400,11.59,191500,11.6,59000,11.61,109600,11.62,22900
20180419,10:08:21,000001,平安银行,11.52,11.5,11.58,11.69,11.45,11.57,11.58,32059393,371321288.18,11.57,146700,11.56,63100,11.55,290000,11.54,284800,11.53,23700,11.58,66100,11.59,166100,11.6,59400,11.61,109000,11.62,22900
20180419,10:08:18,000001,平安银行,11.52,11.5,11.58,11.69,11.45,11.57,11.58,32013593,370791249.18,11.57,179200,11.56,63100,11.55,289500,11.54,284800,11.53,23700,11.58,75400,11.59,191500,11.6,59000,11.61,109600,11.62,22900
20180419,10:08:21,000001,平安银行,11.52,11.5,11.58,11.69,11.45,11.57,11.58,32059393,371321288.18,11.57,146700,11.56,63100,11.55,290000,11.54,284800,11.53,23700,11.58,66100,11.59,166100,11.6,59400,11.61,109000,11.62,22900
20180419,10:08:24,000001,平安银行,11.52,11.5,11.58,11.69,11.45,11.57,11.58,32072493,371472956.18,11.57,142500,11.56,63100,11.55,290200,11.54,284800,11.53,23700,11.58,79000,11.59,166600,11.6,59400,11.61,110000,11.62,22900
20180419,10:08:27,000001,平安银行,11.52,11.5,11.58,11.69,11.45,11.57,11.58,32081593,371578316.18,11.57,140700,11.56,65100,11.55,290200,11.54,84800,11.53,23700,11.58,69800,11.59,149700,11.6,60000,11.61,110000,11.62,22900
20180419,10:08:30,000001,平安银行,11.52,11.5,11.58,11.69,11.45,11.57,11.58,32094393,371726531.18,11.57,141200,11.56,95600,11.55,290200,11.54,84800,11.53,23700,11.58,58000,11.59,149700,11.6,60000,11.61,109800,11.62,21500
20180419,10:08:33,000001,平安银行,11.52,11.5,11.57,11.69,11.45,11.57,11.58,32094793,371731159.18,11.57,141100,11.56,95700,11.55,290600,11.54,84800,11.53,23700,11.58,36000,11.59,149700,11.6,59600,11.61,109800,11.62,21700
20180419,10:08:36,000001,平安银行,11.52,11.5,11.58,11.69,11.45,11.57,11.58,32118793,372009025.18,11.57,135700,11.56,96700,11.55,290900,11.54,84800,11.53,28700,11.58,26700,11.59,148600,11.6,59600,11.61,109800,11.62,21700
20180419,10:08:39,000001,平安银行,11.52,11.5,11.58,11.69,11.45,11.57,11.58,32136593,372215107.18,11.57,124000,11.56,96700,11.55,292400,11.54,84800,11.53,28700,11.58,13100,11.59,141000,11.6,56800,11.61,109800,11.62,21700
20180419,10:08:42,000001,平安银行,11.52,11.5,11.58,11.69,11.45,11.58,11.59,32158193,372465180.18,11.58,8600,11.57,117700,11.56,117800,11.55,292400,11.54,84800,11.59,140200,11.6,56800,11.61,110300,11.62,21700,11.63,61000
20180419,10:08:45,000001,平安银行,11.52,11.5,11.58,11.69,11.45,11.57,11.58,32177593,372689816.18,11.57,116200,11.56,117800,11.55,292400,11.54,84800,11.53,25700,11.58,13600,11.59,110200,11.6,56800,11.61,110300,11.62,21700
20180419,10:08:48,000001,平安银行,11.52,11.5,11.57,11.69,11.45,11.56,11.57,32299493,374100236.18,11.56,117800,11.55,299300,11.54,84800,11.53,26100,11.52,311100,11.57,99300,11.58,9900,11.59,110200,11.6,56800,11.61,111300
20180419,10:08:51,000001,平安银行,11.52,11.5,11.57,11.69,11.45,11.56,11.57,32316393,374295769.18,11.56,120300,11.55,300800,11.54,84800,11.53,25700,11.52,312300,11.57,87500,11.58,9900,11.59,110200,11.6,57200,11.61,121300
20180419,10:08:54,000001,平安银行,11.52,11.5,11.57,11.69,11.45,11.56,11.57,32329293,374445022.18,11.56,119300,11.55,300800,11.54,94800,11.53,26700,11.52,312300,11.57,92500,11.58,9900,11.59,110200,11.6,58500,11.61,122300
20180419,10:08:57,000001,平安银行,11.52,11.5,11.56,11.69,11.45,11.56,11.57,32449393,375833429.18,11.56,4300,11.55,300800,11.54,94800,11.53,26700,11.52,312300,11.57,87400,11.58,9900,11.59,110200,11.6,58500,11.61,122300
20180419,10:09:00,000001,平安银行,11.52,11.5,11.56,11.69,11.45,11.56,11.57,32455093,375899356.18,11.56,2100,11.55,293600,11.54,94800,11.53,29500,11.52,312300,11.57,83900,11.58,12700,11.59,110300,11.6,60000,11.61,122300
20180419,10:09:03,000001,平安银行,11.52,11.5,11.56,11.69,11.45,11.56,11.57,32456093,375910921.18,11.56,38500,11.55,192400,11.54,74800,11.53,29500,11.52,313200,11.57,81600,11.58,12700,11.59,110300,11.6,60000,11.61,122300
20180419,10:09:06,000001,平安银行,11.52,11.5,11.56,11.69,11.45,11.56,11.57,32470293,376075173.18,11.56,39900,11.55,193300,11.54,74800,11.53,38700,11.52,313200,11.57,72100,11.58,39700,11.59,110300,11.6,60000,11.61,122300
20180419,10:09:09,000001,平安银行,11.52,11.5,11.56,11.69,11.45,11.56,11.57,32483693,376230082.18,11.56,29200,11.55,193000,11.54,75300,11.53,39000,11.52,313200,11.57,71600,11.58,39700,11.59,110300,11.6,60300,11.61,122300
