date,time,code,name,open,close,now,high,low,buy,sell,volume,amount,bid1,bid1_vol,bid2,bid2_vol,bid3,bid3_vol,bid4,bid4_vol,bid5,bid5_vol,ask1,ask1_vol,ask2,ask2_vol,ask3,ask3_vol,ask4,ask4_vol,ask5,ask5_vol
20180419,10:09:12,000001,平安银行,11.52,11.5,11.57,11.69,11.45,11.56,11.57,32489293,376294874.18,11.56,248100,11.55,194000,11.54,75300,11.53,84100,11.52,313200,11.57,68700,11.58,39700,11.59,110300,11.6,62300,11.61,122300
20180419,10:09:15,000001,平安银行,11.52,11.5,11.57,11.69,11.45,11.56,11.57,32605593,377639996.18,11.56,214300,11.55,195000,11.54,78300,11.53,84100,11.52,313200,11.57,9200,11.58,39700,11.59,110300,11.6,62300,11.61,122300
20180419,10:09:18,000001,平安银行,11.52,11.5,11.54,11.69,11.45,11.57,11.58,33135693,383764242.18,11.57,6900,11.56,53700,11.54,600,11.53,84100,11.52,313200,11.58,30700,11.59,110300,11.6,62300,11.61,122300,11.62,19400
20180419,10:09:21,000001,平安银行,11.52,11.5,11.57,11.69,11.45,11.57,11.58,33140293,383817464.18,11.57,9900,11.56,56600,11.55,2700,11.54,600,11.53,84100,11.58,30700,11.59,110300,11.6,62300,11.61,122300,11.62,19400
20180419,10:09:24,000001,平安银行,11.52,11.5,11.57,11.69,11.45,11.57,11.58,33140293,383817464.18,11.57,10400,11.56,57600,11.55,4700,11.54,40600,11.53,85100,11.58,30700,11.59,110300,11.6,62300,11.61,122300,11.62,19400
20180419,10:09:27,000001,平安银行,11.52,11.5,11.57,11.69,11.45,11.57,11.58,33146493,383889208.18,11.57,10200,11.56,56600,11.55,4700,11.54,53800,11.53,87100,11.58,29700,11.59,110300,11.6,62300,11.61,122300,11.62,19400
20180419,10:09:30,000001,平安银行,11.52,11.5,11.58,11.69,11.45,11.57,11.58,33148293,383910035.18,11.57,8500,11.56,56600,11.55,4700,11.54,54800,11.53,87100,11.58,30600,11.59,108400,11.6,62800,11.61,122300,11.62,19400
20180419,10:09:33,000001,平安银行,11.52,11.5,11.58,11.69,11.45,11.57,11.58,33152593,383959829.18,11.57,8700,11.56,58700,11.55,4700,11.54,55700,11.53,118800,11.58,26300,11.59,105400,11.6,62800,11.61,122300,11.62,19400
20180419,10:09:36,000001,平安银行,11.52,11.5,11.57,11.69,11.45,11.56,11.57,33172093,384185460.18,11.56,58100,11.55,8600,11.54,58200,11.53,118800,11.52,294200,11.57,5100,11.58,23600,11.59,113900,11.6,63300,11.61,122300
20180419,10:09:39,000001,平安银行,11.52,11.5,11.57,11.69,11.45,11.57,11.58,33209793,384621649.18,11.57,3000,11.56,58100,11.55,9500,11.54,60200,11.53,120000,11.58,23600,11.59,113900,11.6,63300,11.61,122300,11.62,19400
20180419,10:09:42,000001,平安银行,11.52,11.5,11.57,11.69,11.45,11.56,11.58,33214693,384678348.18,11.56,58600,11.55,31500,11.54,61200,11.53,215500,11.52,296300,11.58,63900,11.59,113900,11.6,63300,11.61,122300,11.62,20000
20180419,10:09:45,000001,平安银行,11.52,11.5,11.56,11.69,11.45,11.56,11.58,33254193,385134988.18,11.56,21100,11.55,33900,11.54,115600,11.53,219800,11.52,297300,11.58,63900,11.59,113900,11.6,63400,11.61,122300,11.62,20000
20180419,10:09:48,000001,平安银行,11.52,11.5,11.57,11.69,11.45,11.57,11.58,33254293,385136145.18,11.57,500,11.56,21100,11.55,34500,11.54,117100,11.53,219800,11.58,64000,11.59,113900,11.6,63400,11.61,122300,11.62,20000
20180419,10:09:51,000001,平安银行,11.52,11.5,11.57,11.69,11.45,11.57,11.58,33254293,385136145.18,11.57,2500,11.56,24800,11.55,44500,11.54,157300,11.53,219800,11.58,64000,11.59,113900,11.6,63400,11.61,122300,11.62,20000
20180419,10:09:54,000001,平安银行,11.52,11.5,11.57,11.69,11.45,11.57,11.58,33256193,385158133.18,11.57,5900,11.56,74800,11.55,45900,11.54,157300,11.53,220700,11.58,65000,11.59,113900,11.6,63400,11.61,121300,11.62,20000
20180419,10:09:57,000001,平安银行,11.52,11.5,11.57,11.69,11.45,11.57,11.58,33261193,385215983.18,11.57,7700,11.56,78200,11.55,49800,11.54,144900,11.53,220700,11.58,65100,11.59,113900,11.6,63500,11.61,121300,11.62,20000
20180419,10:10:00,000001,平安银行,11.52,11.5,11.57,11.69,11.45,11.57,11.58,33279293,385425327.18,11.57,7400,11.56,72800,11.55,49800,11.54,144900,11.53,220700,11.58,66900,11.59,113900,11.6,63500,11.61,121300,11.62,20000
20180419,10:10:03,000001,平安银行,11.52,11.5,11.57,11.69,11.45,11.57,11.58,33279293,385425327.18,11.57,13400,11.56,73300,11.55,50100,11.54,150300,11.53,220700,11.58,66900,11.59,113900,11.6,63500,11.61,121300,11.62,20000
20180419,10:10:06,000001,平安银行,11.52,11.5,11.58,11.69,11.45,11.57,11.58,33372293,386500553.18,11.57,10800,11.56,35000,11.55,46500,11.54,148300,11.53,220700,11.58,64400,11.59,113900,11.6,63500,11.61,121300,11.62,20000
20180419,10:10:09,000001,平安银行,11.52,11.5,11.58,11.69,11.45,11.57,11.58,33404693,386875267.18,11.57,2000,11.56,20500,11.55,74900,11.54,149300,11.53,220700,11.58,62900,11.59,113900,11.6,63500,11.61,121300,11.62,20000
20180419,10:10:12,000001,平安银行,11.52,11.5,11.58,11.69,11.45,11.57,11.58,33410093,386937794.18,11.57,1500,11.56,21000,11.55,104900,11.54,149300,11.53,221700,11.58,58000,11.59,113900,11.6,63500,11.61,121300,11.62,20000
20180419,10:10:15,000001,平安银行,11.52,11.5,11.57,11.69,11.45,11.56,11.57,33417693,387025770.18,11.56,21000,11.55,104900,11.54,149800,11.53,221900,11.52,318600,11.57,21600,11.58,53600,11.59,113900,11.6,63600,11.61,121300
20180419,10:10:18,000001,平安银行,11.52,11.5,11.58,11.69,11.45,11.57,11.58,33472093,387655506.18,11.57,7100,11.56,21600,11.55,105000,11.54,149800,11.53,221900,11.58,20700,11.59,113900,11.6,63600,11.61,121300,11.62,22000
20180419,10:10:21,000001,平安银行,11.52,11.5,11.57,11.69,11.45,11.57,11.58,33490693,387870605.18,11.57,7100,11.56,47300,11.55,125000,11.54,149800,11.53,224200,11.58,20800,11.59,113900,11.6,63600,11.61,121300,11.62,22000
20180419,10:10:24,000001,平安银行,11.52,11.5,11.58,11.69,11.45,11.57,11.58,33503993,388024554.18,11.57,25200,11.56,48300,11.55,125000,11.54,149800,11.53,224200,11.58,19300,11.59,113900,11.6,63600,11.61,121300,11.62,22000
20180419,10:10:27,000001,平安银行,11.52,11.5,11.58,11.69,11.45,11.57,11.58,33507993,388070874.18,11.57,27400,11.56,48300,11.55,155000,11.54,154800,11.53,224200,11.58,15300,11.59,113900,11.6,63600,11.61,121300,11.62,22000
20180419,10:10:30,000001,平安银行,11.52,11.5,11.58,11.69,11.45,11.57,11.58,33519793,388207518.18,11.57,31200,11.56,48300,11.55,160400,11.54,154800,11.53,229200,11.58,4100,11.59,113900,11.6,63600,11.61,121300,11.62,22000
